age,female,sex,race,subgroup_id,riskfactor,N,Mean,se,LowerCLMean,UpperCLMean,sigma_u_wgt,var,riagendr,meandaych,dayse,effect1,effect2,effect3,effect1se,effect2se,effect3se,Mean_alt,Mean_alt2,Mean_alt3,Mean_alt_se1,Mean_alt_se2,Mean_alt_se3,overweight_rate,overweight_rate_se,hbp,hbp_se,highSBP_RATE,highSBP_RATE_se
1,0,2,1,1,GLwheat,431,30.251301,0.447358,4.91803,5.21999,7.958918019,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,29.918319456,30.013457115,29.775612968,0.4633042205,0.4633042205,0.4633042205,60.5649,2.6352,4.6949,0.9914,26.8968,2.3340
1,0,2,1,1,addsug,431,64.892911,1.879850,14.54921,16.35217,38.639024807,add,1,-1.920248095,0.1559372405,-0.672086833,-0.480062024,-0.960124048,0.0545780342,0.0389843101,0.0779686202,64.220824597,64.412849406,63.932787382,1.8814663141,1.8814663141,1.8814663141,60.5649,2.6352,4.6949,0.9914,26.8968,2.3340
1,0,2,1,1,rfg,431,143.706525,2.125142,4.91803,5.21999,37.808239701,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,142.12471981,142.57666408,141.4468034,2.1285561338,2.1285561338,2.1285561338,60.5649,2.6352,4.6949,0.9914,26.8968,2.3340
1,0,2,1,1,sodium,431,3239.353576,26.883030,3185.20837,3293.49878,539.88950465,sod,1,-103.4824467,6.7033608833,-36.21885635,-25.87061168,-51.74122336,2.3461763091,1.6758402208,3.3516804416,3203.1347195,3213.4829641,3187.6123524,27.091162419,27.091162419,27.091162419,60.5649,2.6352,4.6949,0.9914,26.8968,2.3340
1,0,2,1,1,wg,431,24.488259,0.957616,0.79575,0.93182,14.118895389,wg,1,4.5194427178,0.2410083999,1.5818049512,1.1298606794,2.2597213589,0.0843529399,0.0602521,0.1205041999,26.070064231,25.618119959,26.747980638,0.9651679205,0.9651679205,0.9651679205,60.5649,2.6352,4.6949,0.9914,26.8968,2.3340
1,0,2,1,1,GLrice,431,5.660600,0.083709,4.91803,5.21999,1.4892665618,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,5.5982927134,5.6160947983,5.5715895861,0.1467259983,0.1467259983,0.1467259983,60.5649,2.6352,4.6949,0.9914,26.8968,2.3340
1,0,2,2,2,GLwheat,289,29.098078,0.433225,4.72957,5.02198,7.4263404374,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,28.474285529,28.652512,28.206945824,0.4817261238,0.4817261238,0.4817261238,71.8750,3.0245,13.8733,2.1072,39.3834,2.8016
1,0,2,2,2,addsug,289,73.432402,2.162822,16.44673,18.52108,38.153494419,add,1,-3.221422542,0.2554139697,-1.12749789,-0.805355636,-1.610711271,0.0893948894,0.0638534924,0.1277069848,72.304904231,72.627046485,71.82169085,2.1665889439,2.1665889439,2.1665889439,71.8750,3.0245,13.8733,2.1072,39.3834,2.8016
1,0,2,2,2,rfg,289,138.228225,2.058002,4.72957,5.02198,35.278270073,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,135.26494557,136.11159697,133.99496846,2.0687553931,2.0687553931,2.0687553931,71.8750,3.0245,13.8733,2.1072,39.3834,2.8016
1,0,2,2,2,sodium,289,3060.956682,43.572500,2973.19716,3148.71620,658.87982278,sod,1,-209.2665821,11.047651898,-73.24330374,-52.31664553,-104.6332911,3.8666781644,2.7619129746,5.5238259492,2987.7133782,3008.6400364,2956.3233908,43.921241177,43.921241177,43.921241177,71.8750,3.0245,13.8733,2.1072,39.3834,2.8016
1,0,2,2,2,wg,289,17.803620,0.857806,0.56705,0.68894,11.198820298,wg,1,8.4665140386,0.421313497,2.9632799135,2.1166285097,4.2332570193,0.147459724,0.1053283743,0.2106567485,20.766899978,19.920248574,22.036877084,0.8832930705,0.8832930705,0.8832930705,71.8750,3.0245,13.8733,2.1072,39.3834,2.8016
1,0,2,2,2,GLrice,289,5.444810,0.081065,4.72957,5.02198,1.3896110582,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,5.3280862059,5.3614358047,5.2780618078,0.2257160864,0.2257160864,0.2257160864,71.8750,3.0245,13.8733,2.1072,39.3834,2.8016
1,0,2,3,3,GLwheat,313,35.898294,0.733649,5.76764,6.26284,9.6938407337,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,35.310749629,35.478619579,35.058944704,0.7603863507,0.7603863507,0.7603863507,74.3245,2.3548,5.1134,1.4741,25.9414,2.4781
1,0,2,3,3,addsug,313,63.110958,1.363830,14.37240,15.68044,26.177065941,add,1,-3.096634116,0.2457566425,-1.083821941,-0.774158529,-1.548317058,0.0860148249,0.0614391606,0.1228783213,62.027136239,62.336799651,61.562641122,1.3693539315,1.3693539315,1.3693539315,74.3245,2.3548,5.1134,1.4741,25.9414,2.4781
1,0,2,3,3,rfg,313,170.532140,3.485142,5.76764,6.26284,46.049859191,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,167.74105259,168.53850613,166.54487229,3.4908686639,3.4908686639,3.4908686639,74.3245,2.3548,5.1134,1.4741,25.9414,2.4781
1,0,2,3,3,sodium,313,3056.959469,44.747063,2966.83426,3147.08468,632.25840562,sod,1,-194.5483988,10.615136887,-68.09193958,-48.6370997,-97.27419941,3.7152979105,2.6537842218,5.3075684436,2988.8675293,3008.3223692,2959.6852695,45.060735699,45.060735699,45.060735699,74.3245,2.3548,5.1134,1.4741,25.9414,2.4781
1,0,2,3,3,wg,313,15.883799,0.815315,0.50235,0.61820,11.349526185,wg,1,7.974535359,0.399735629,2.7910873756,1.9936338397,3.9872676795,0.1399074702,0.0999339073,0.1998678145,18.674885911,17.877432375,19.871066215,0.8394558708,0.8394558708,0.8394558708,74.3245,2.3548,5.1134,1.4741,25.9414,2.4781
1,0,2,3,3,GLrice,313,6.717261,0.137280,5.76764,6.26284,1.8139039535,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,6.6073200616,6.6387317564,6.5602025195,0.2424724201,0.2424724201,0.2424724201,74.3245,2.3548,5.1134,1.4741,25.9414,2.4781
1,0,2,4,4,GLwheat,261,32.262881,0.505321,5.23554,5.57662,8.0864671007,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,31.865795487,31.979248573,31.69561586,0.5256039038,0.5256039038,0.5256039038,48.6589,3.3552,4.0046,1.1945,20.6552,2.2187
1,0,2,4,4,addsug,261,51.661014,2.683064,11.01358,13.58690,23.611050222,add,1,-2.304777382,0.187656049,-0.806672084,-0.576194345,-1.152388691,0.0656796172,0.0469140123,0.0938280245,50.854341563,51.084819302,50.508624956,2.6847042102,2.6847042102,2.6847042102,48.6589,3.3552,4.0046,1.1945,20.6552,2.2187
1,0,2,4,4,rfg,261,153.262384,2.400491,5.23554,5.57662,38.414151993,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,151.3760578,151.91500812,150.56763232,2.4048420959,2.4048420959,2.4048420959,48.6589,3.3552,4.0046,1.1945,20.6552,2.2187
1,0,2,4,4,sodium,261,3324.951021,60.158158,3203.78627,3446.11577,693.72435477,sod,1,-122.7955562,8.0648229946,-42.97844467,-30.69888905,-61.39777811,2.8226880481,2.0162057486,4.0324114973,3281.9725766,3294.2521322,3263.5532431,60.293152859,60.293152859,60.293152859,48.6589,3.3552,4.0046,1.1945,20.6552,2.2187
1,0,2,4,4,wg,261,28.044070,1.524749,0.88088,1.09753,17.191446028,wg,1,5.3895032283,0.2892047643,1.8863261299,1.3473758071,2.6947516141,0.1012216675,0.0723011911,0.1446023822,29.930396019,29.391445696,30.738821503,1.5315906594,1.5315906594,1.5315906594,48.6589,3.3552,4.0046,1.1945,20.6552,2.2187
1,0,2,4,4,GLrice,261,6.037005,0.094555,5.23554,5.57662,1.513133447,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,5.9627029168,5.98393217,5.9308590369,0.1727731438,0.1727731438,0.1727731438,48.6589,3.3552,4.0046,1.1945,20.6552,2.2187
1,1,1,1,5,GLwheat,445,40.731828,0.626746,6.61365,7.03669,10.68646618,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,40.398846632,40.493984291,40.256140144,0.6382259156,0.6382259156,0.6382259156,65.2618,2.5658,19.2640,2.3952,61.3781,2.0282
1,1,1,1,5,addsug,445,79.817322,2.479335,17.81516,20.19309,47.247080686,add,2,-1.920248095,0.1559372405,-0.672086833,-0.480062024,-0.960124048,0.0545780342,0.0389843101,0.0779686202,79.145234716,79.337259525,78.857197501,2.480560616,2.480560616,2.480560616,65.2618,2.5658,19.2640,2.3952,61.3781,2.0282
1,1,1,1,5,rfg,445,193.493479,2.977312,6.61365,7.03669,50.7652515,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,191.91167361,192.36361788,191.2337572,2.97974918,2.97974918,2.97974918,65.2618,2.5658,19.2640,2.3952,61.3781,2.0282
1,1,1,1,5,sodium,445,4316.634468,41.548069,4232.95236,4400.31657,842.86694066,sod,2,-103.4824467,6.7033608833,-36.21885635,-25.87061168,-51.74122336,2.3461763091,1.6758402208,3.3516804416,4280.4156114,4290.763856,4264.8932444,41.683039857,41.683039857,41.683039857,65.2618,2.5658,19.2640,2.3952,61.3781,2.0282
1,1,1,1,5,wg,445,27.902349,1.070195,0.90818,1.06024,17.285154526,wg,2,4.5194427178,0.2410083999,1.5818049512,1.1298606794,2.2597213589,0.0843529399,0.0602521,0.1205041999,29.484154391,29.032210119,30.162070799,1.0769579856,1.0769579856,1.0769579856,65.2618,2.5658,19.2640,2.3952,61.3781,2.0282
1,1,1,1,5,GLrice,445,7.621708,0.117276,6.61365,7.03669,1.9996432566,rfg,2,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,7.5594008234,7.5772029083,7.5326976961,0.1681516963,0.1681516963,0.1681516963,65.2618,2.5658,19.2640,2.3952,61.3781,2.0282
1,1,1,2,6,GLwheat,229,37.802141,0.878167,6.03789,6.63063,11.282558765,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,37.178348733,37.356575204,36.911009028,0.903080459,0.903080459,0.903080459,63.8951,3.6747,27.7064,2.3961,66.7127,3.0823
1,1,1,2,6,addsug,229,86.191530,3.897134,18.65293,22.39066,46.238449846,add,2,-3.221422542,0.2554139697,-1.12749789,-0.805355636,-1.610711271,0.0893948894,0.0638534924,0.1277069848,85.064032444,85.386174698,84.580819063,3.8992256213,3.8992256213,3.8992256213,63.8951,3.6747,27.7064,2.3961,66.7127,3.0823
1,1,1,2,6,rfg,229,179.576221,4.171668,6.03789,6.63063,53.596944361,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,176.61294127,177.45959267,175.34296416,4.176983556,4.176983556,4.176983556,63.8951,3.6747,27.7064,2.3961,66.7127,3.0823
1,1,1,2,6,sodium,229,3915.112219,59.199295,3795.87872,4034.34572,857.59958869,sod,2,-209.2665821,11.047651898,-73.24330374,-52.31664553,-104.6332911,3.8666781644,2.7619129746,5.5238259492,3841.8689156,3862.7955738,3810.4789282,59.45644784,59.45644784,59.45644784,63.8951,3.6747,27.7064,2.3961,66.7127,3.0823
1,1,1,2,6,wg,229,20.951244,0.992864,0.66848,0.80956,15.370840121,wg,2,8.4665140386,0.421313497,2.9632799135,2.1166285097,4.2332570193,0.147459724,0.1053283743,0.2106567485,23.914524075,23.067872671,25.184501181,1.0149660491,1.0149660491,1.0149660491,63.8951,3.6747,27.7064,2.3961,66.7127,3.0823
1,1,1,2,6,GLrice,229,7.073507,0.164322,6.03789,6.63063,2.1111836384,rfg,2,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,6.9567837564,6.9901333553,6.9067593583,0.2671665931,0.2671665931,0.2671665931,63.8951,3.6747,27.7064,2.3961,66.7127,3.0823
1,1,1,3,7,GLwheat,279,48.514145,1.259761,7.70404,8.55436,13.66911804,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,47.926599984,48.094469935,47.674795059,1.2755176529,1.2755176529,1.2755176529,81.6383,2.2833,22.1975,2.1224,62.8057,2.9928
1,1,1,3,7,addsug,279,83.578695,2.910314,18.50405,21.29533,41.104123642,add,2,-3.096634116,0.2457566425,-1.083821941,-0.774158529,-1.548317058,0.0860148249,0.0614391606,0.1228783213,82.494873454,82.804536866,82.030378337,2.9129067556,2.9129067556,2.9129067556,81.6383,2.2833,22.1975,2.1224,62.8057,2.9928
1,1,1,3,7,rfg,279,230.462785,5.984400,7.70404,8.55436,64.934114178,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,227.67169808,228.46915162,226.47551778,5.987736965,5.987736965,5.987736965,81.6383,2.2833,22.1975,2.1224,62.8057,2.9928
1,1,1,3,7,sodium,279,4229.794395,56.089589,4116.82416,4342.76463,855.04943673,sod,2,-194.5483988,10.615136887,-68.09193958,-48.6370997,-97.27419941,3.7152979105,2.6537842218,5.3075684436,4161.7024558,4181.1572956,4132.5201959,56.340148161,56.340148161,56.340148161,81.6383,2.2833,22.1975,2.1224,62.8057,2.9928
1,1,1,3,7,wg,279,18.253414,1.159648,0.56147,0.72625,14.362861588,wg,2,7.974535359,0.399735629,2.7910873756,1.9936338397,3.9872676795,0.1399074702,0.0999339073,0.1998678145,21.044501723,20.247048187,22.240682027,1.1767459956,1.1767459956,1.1767459956,81.6383,2.2833,22.1975,2.1224,62.8057,2.9928
1,1,1,3,7,GLrice,279,9.077929,0.235726,7.70404,8.55436,2.5577547575,rfg,2,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,8.9679881875,8.9993998823,8.9208706454,0.3090528556,0.3090528556,0.3090528556,81.6383,2.2833,22.1975,2.1224,62.8057,2.9928
1,1,1,4,8,GLwheat,243,41.733769,0.924343,6.68110,7.30501,10.059219937,rfg,2,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,41.336683076,41.450136161,41.166503448,0.9355849445,0.9355849445,0.9355849445,64.3230,2.7972,16.0359,2.5930,49.1841,3.6602
1,1,1,4,8,addsug,243,65.959213,3.163219,14.18766,17.22149,35.609265238,add,2,-2.304777382,0.187656049,-0.806672084,-0.576194345,-1.152388691,0.0656796172,0.0469140123,0.0938280245,65.152541039,65.383018778,64.806824432,3.1646106639,3.1646106639,3.1646106639,64.3230,2.7972,16.0359,2.5930,49.1841,3.6602
1,1,1,4,8,rfg,243,198.253121,4.391020,6.68110,7.30501,47.785565535,rfg,2,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,196.36679489,196.90574521,195.55836941,4.3934003805,4.3934003805,4.3934003805,64.3230,2.7972,16.0359,2.5930,49.1841,3.6602
1,1,1,4,8,sodium,243,4309.014662,69.515974,4169.00230,4449.02702,791.20153548,sod,2,-122.7955562,8.0648229946,-42.97844467,-30.69888905,-61.39777811,2.8226880481,2.0162057486,4.0324114973,4266.0362174,4278.315773,4247.616884,69.63283002,69.63283002,69.63283002,64.3230,2.7972,16.0359,2.5930,49.1841,3.6602
1,1,1,4,8,wg,243,31.467264,1.841351,0.97914,1.24077,22.924264342,wg,2,5.3895032283,0.2892047643,1.8863261299,1.3473758071,2.6947516141,0.1012216675,0.0723011911,0.1446023822,33.353590438,32.814640115,34.162015922,1.847019671,1.847019671,1.847019671,64.3230,2.7972,16.0359,2.5930,49.1841,3.6602
1,1,1,4,8,GLrice,243,7.809190,0.172962,6.68110,7.30501,1.8822734264,rfg,2,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,7.7348880508,7.756117304,7.703044171,0.2254457787,0.2254457787,0.2254457787,64.3230,2.7972,16.0359,2.5930,49.1841,3.6602
2,0,2,1,9,GLwheat,414,29.487476,0.470966,4.78208,5.09997,7.8930733975,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,29.154493714,29.249631373,29.011787226,0.4861376678,0.4861376678,0.4861376678,67.2224,3.0831,10.0175,1.6912,40.7670,2.6344
2,0,2,1,9,addsug,414,61.172638,1.887423,13.65980,15.47002,34.33885158,add,1,-1.920248095,0.1559372405,-0.672086833,-0.480062024,-0.960124048,0.0545780342,0.0389843101,0.0779686202,60.500550798,60.692575607,60.212513583,1.8890324542,1.8890324542,1.8890324542,67.2224,3.0831,10.0175,1.6912,40.7670,2.6344
2,0,2,1,9,rfg,414,140.078028,2.237286,4.78208,5.09997,37.495449794,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,138.49622324,138.94816751,137.81830683,2.2405293578,2.2405293578,2.2405293578,67.2224,3.0831,10.0175,1.6912,40.7670,2.6344
2,0,2,1,9,sodium,414,3158.101326,38.411435,3080.73672,3235.46593,588.76041502,sod,1,-103.4824467,6.7033608833,-36.21885635,-25.87061168,-51.74122336,2.3461763091,1.6758402208,3.3516804416,3121.8824692,3132.2307138,3106.3601021,38.55738751,38.55738751,38.55738751,67.2224,3.0831,10.0175,1.6912,40.7670,2.6344
2,0,2,1,9,wg,414,22.765517,0.777226,0.74780,0.85823,13.053475335,wg,1,4.5194427178,0.2410083999,1.5818049512,1.1298606794,2.2597213589,0.0843529399,0.0602521,0.1205041999,24.347322177,23.895377905,25.025238585,0.7865123736,0.7865123736,0.7865123736,67.2224,3.0831,10.0175,1.6912,40.7670,2.6344
2,0,2,1,9,GLrice,414,5.517674,0.088127,4.78208,5.09997,1.4769457674,rfg,1,-4.519442718,0.2410083999,-1.581804951,-1.129860679,-2.259721359,0.0843529399,0.0602521,0.1205041999,5.4553662334,5.4731683183,5.4286631061,0.1492902529,0.1492902529,0.1492902529,67.2224,3.0831,10.0175,1.6912,40.7670,2.6344
2,0,2,2,10,GLwheat,290,29.333047,0.540089,4.73287,5.09742,7.2462786289,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,28.709254065,28.887480536,28.44191436,0.5797173186,0.5797173186,0.5797173186,83.2879,2.3140,29.1934,3.3262,62.3897,2.7789
2,0,2,2,10,addsug,290,76.124506,2.789876,16.78700,19.46276,34.459026242,add,1,-3.221422542,0.2554139697,-1.12749789,-0.805355636,-1.610711271,0.0893948894,0.0638534924,0.1277069848,74.997008463,75.319150717,74.513795082,2.7927970606,2.7927970606,2.7927970606,83.2879,2.3140,29.1934,3.3262,62.3897,2.7789
2,0,2,2,10,rfg,290,139.344426,2.565651,4.73287,5.09742,34.422900034,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,136.38114588,137.22779728,135.11116877,2.5742846919,2.5742846919,2.5742846919,83.2879,2.3140,29.1934,3.3262,62.3897,2.7789
2,0,2,2,10,sodium,290,3039.394401,38.161249,2962.53370,3116.25510,596.90130302,sod,1,-209.2665821,11.047651898,-73.24330374,-52.31664553,-104.6332911,3.8666781644,2.7619129746,5.5238259492,2966.1510976,2987.0777558,2934.7611103,38.558962257,38.558962257,38.558962257,83.2879,2.3140,29.1934,3.3262,62.3897,2.7789
2,0,2,2,10,wg,290,18.211800,0.824076,0.58385,0.70094,11.892153242,wg,1,8.4665140386,0.421313497,2.9632799135,2.1166285097,4.2332570193,0.147459724,0.1053283743,0.2106567485,21.175079436,20.328428032,22.445056542,0.8505750774,0.8505750774,0.8505750774,83.2879,2.3140,29.1934,3.3262,62.3897,2.7789
2,0,2,2,10,GLrice,290,5.488777,0.101061,4.73287,5.09742,1.3559180323,rfg,1,-8.466514039,0.421313497,-2.963279914,-2.11662851,-4.233257019,0.147459724,0.1053283743,0.2106567485,5.372053336,5.4054029348,5.3220289379,0.2336441536,0.2336441536,0.2336441536,83.2879,2.3140,29.1934,3.3262,62.3897,2.7789
2,0,2,3,11,GLwheat,386,36.769917,0.779871,5.89810,6.42449,9.9663104977,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,36.182372379,36.350242329,35.930567453,0.8050749,0.8050749,0.8050749,76.9046,2.1522,12.3302,1.5218,38.2889,2.6191
2,0,2,3,11,addsug,386,56.433133,1.489875,12.72199,14.15093,27.222763134,add,1,-3.096634116,0.2457566425,-1.083821941,-0.774158529,-1.548317058,0.0860148249,0.0614391606,0.1228783213,55.349310747,55.658974159,54.88481563,1.4949337142,1.4949337142,1.4949337142,76.9046,2.1522,12.3302,1.5218,38.2889,2.6191
2,0,2,3,11,rfg,386,174.672718,3.704717,5.89810,6.42449,47.344206253,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,171.88163072,172.67908426,170.68545042,3.7101048397,3.7101048397,3.7101048397,76.9046,2.1522,12.3302,1.5218,38.2889,2.6191
2,0,2,3,11,sodium,386,3078.875587,33.209249,3011.98873,3145.76245,623.45022453,sod,1,-194.5483988,10.615136887,-68.09193958,-48.6370997,-97.27419941,3.7152979105,2.6537842218,5.3075684436,3010.7836478,3030.2384877,2981.601388,33.630707354,33.630707354,33.630707354,76.9046,2.1522,12.3302,1.5218,38.2889,2.6191
2,0,2,3,11,wg,386,17.995395,0.567932,0.59441,0.67511,11.408441793,wg,1,7.974535359,0.399735629,2.7910873756,1.9936338397,3.9872676795,0.1399074702,0.0999339073,0.1998678145,20.78648262,19.989029084,21.982662924,0.6020750049,0.6020750049,0.6020750049,76.9046,2.1522,12.3302,1.5218,38.2889,2.6191
2,0,2,3,11,GLrice,386,6.880358,0.145929,5.89810,6.42449,1.8648882843,rfg,1,-7.974535359,0.399735629,-2.791087376,-1.99363384,-3.987267679,0.1399074702,0.0999339073,0.1998678145,6.770417434,6.8018291288,6.7232998919,0.2474719437,0.2474719437,0.2474719437,76.9046,2.1522,12.3302,1.5218,38.2889,2.6191
2,0,2,4,12,GLwheat,229,31.861752,0.773552,5.07780,5.59993,8.2564894268,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,31.464665982,31.578119067,31.294486354,0.7869513023,0.7869513023,0.7869513023,54.9711,4.2119,17.1915,2.5564,42.0137,3.8534
2,0,2,4,12,addsug,229,54.192812,2.347725,11.77720,14.02890,24.701008695,add,1,-2.304777382,0.187656049,-0.806672084,-0.576194345,-1.152388691,0.0656796172,0.0469140123,0.0938280245,53.386139907,53.616617646,53.0404233,2.3495987544,2.3495987544,2.3495987544,54.9711,4.2119,17.1915,2.5564,42.0137,3.8534
2,0,2,4,12,rfg,229,151.356848,3.674700,5.07780,5.59993,39.221830228,rfg,1,-5.389503228,0.2892047643,-1.88632613,-1.347375807,-2.694751614,0.1012216675,0.0723011911,0.1446023822,149.47052234,150.00947267,148.66209686,3.6775438415,3.6775438415,3.6775438415,54.9711,4.2119,17.1915,2.5564,42.0137,3.8534
2,0,2,4,12,sodium,229,3292.312134,58.247172,3174.99631,3409.62796,703.4507062,sod,1,-122.7955562,8.0648229946,-42.97844467,-30.69888905,-61.39777811,2.8226880481,2.0162057486,4.0324114973,3249.3336894,3261.613245,3230.9143559,58.386585353,58.386585353,58.386585353,54.9711,4.2119,17.1915,2.5564,42.0137,3.8534
2,0,2,4,12,wg,229,24.943505,1.378716,0.78189,0.97779,17.916993858,wg,1,5.3895032283,0.2892047643,1.8863261299,1.3473758071,2.6947516141,0.1012216675,0.0723011911,0.1446023822,26.829831308,26.290880986,27.638256793,1.3862785114,1.3862785114,1.3862785114,54.9711,4.2119,17.1915,2.5564,42.0137,3.8534
